Unnamed: 0,episodes,chosen_conf_index,chosen_conf,chosen_conf_index_in_labels,number_of_requests,policy1,policy2,loss_q1,loss_q2,loss_w1,loss_w2,avg_response_time,cost,not_chosen_conf,not_chosen_conf_indx,not_chosen_conf_index_in_labels,not_avg_response_time,not_cost
0,1,20,<pyews.server_abstractions.Configuration object at 0x000001EBB48ED000>,20,33,1,0,,,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,30,40,0.2854285714285714,0.1854343365664084
1,2,3,<pyews.server_abstractions.Configuration object at 0x000001EBB48D8400>,13,38,1,0,,,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB4863FA0>,27,0,2.0,2.0
2,3,26,<pyews.server_abstractions.Configuration object at 0x000001EBB48FF3A0>,28,40,0,1,,,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48EC6A0>,41,19,2.0,2.0
3,4,2,<pyews.server_abstractions.Configuration object at 0x000001EBB48C9000>,9,38,0,1,,,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48B4F70>,19,2,2.0,2.0
4,5,16,<pyews.server_abstractions.Configuration object at 0x000001EBB48DBB80>,18,40,1,0,,,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48EF520>,22,23,2.0,2.0
5,6,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,32,0,1,,,,,0.23373695196572883,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB4863F40>,39,1,2.0,2.0
6,7,13,<pyews.server_abstractions.Configuration object at 0x000001EBB48DA8C0>,16,39,1,0,,,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48FE800>,11,27,2.0,2.0
7,8,0,<pyews.server_abstractions.Configuration object at 0x000001EBB48FC160>,24,38,1,0,,,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,30,40,0.2443010752688172,0.1854343365664084
8,9,23,<pyews.server_abstractions.Configuration object at 0x000001EBB48EE920>,22,38,0,1,,,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,28,37,0.2423958333333333,0.308151228202052
9,10,29,<pyews.server_abstractions.Configuration object at 0x000001EBB48D9D20>,15,41,1,0,,,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,30,40,0.2461458333333333,0.1854343365664084
10,11,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,35,0,1,,,,,0.21620421387049063,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,25,33,0.2797297297297296,0.2643778247082362
11,12,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,32,0,1,,,,,0.2319661186323955,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB48B7A00>,40,7,2.0,2.0
12,13,13,<pyews.server_abstractions.Configuration object at 0x000001EBB48DA8C0>,16,39,1,0,,,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB4920DC0>,6,36,2.0,2.0
13,14,12,<pyews.server_abstractions.Configuration object at 0x000001EBB4913280>,34,33,0,1,,,,,0.23292571459199143,0.1726468100868174,<pyews.server_abstractions.Configuration object at 0x000001EBB48B7A00>,40,7,2.0,2.0
14,15,13,<pyews.server_abstractions.Configuration object at 0x000001EBB48DA8C0>,16,42,0,1,,,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48B4F70>,19,2,2.0,2.0
15,16,0,<pyews.server_abstractions.Configuration object at 0x000001EBB48FC160>,24,38,1,0,,,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB49106A0>,24,30,2.0,2.0
16,17,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,38,1,0,,,,,0.2688082238955534,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB48FDAE0>,36,26,2.0,2.0
17,18,13,<pyews.server_abstractions.Configuration object at 0x000001EBB48DA8C0>,16,38,0,1,,,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,25,33,0.2922222222222222,0.2643778247082362
18,19,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,30,0,1,,,,,0.14774389641017321,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB48B4F70>,19,2,2.0,2.0
19,20,2,<pyews.server_abstractions.Configuration object at 0x000001EBB48C9000>,9,39,1,0,,,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48EF520>,22,23,2.0,2.0
20,21,31,<pyews.server_abstractions.Configuration object at 0x000001EBB48CAA40>,11,38,0,1,,,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48C9E40>,1,10,2.0,2.0
21,22,34,<pyews.server_abstractions.Configuration object at 0x000001EBB4913F40>,35,34,1,0,,,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48D8400>,3,13,2.0,2.0
22,23,6,<pyews.server_abstractions.Configuration object at 0x000001EBB4920DC0>,36,36,1,0,,,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48B7A00>,40,7,2.0,2.0
23,24,3,<pyews.server_abstractions.Configuration object at 0x000001EBB48D8400>,13,39,1,0,,,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48B7A00>,40,7,2.0,2.0
24,25,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,34,1,0,,,,,0.2222602362794542,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB48D9000>,4,14,2.0,2.0
25,26,35,<pyews.server_abstractions.Configuration object at 0x000001EBB48CB640>,12,39,0,1,,,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48CAA40>,31,11,2.0,2.0
26,27,29,<pyews.server_abstractions.Configuration object at 0x000001EBB48D9D20>,15,39,1,0,,,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48DB220>,8,17,2.0,2.0
27,28,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,36,1,0,,,,,0.26992908159535844,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB48FE800>,11,27,2.0,2.0
28,29,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,36,1,0,,,,,0.23298463715091403,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB48B7A00>,40,7,2.0,2.0
29,30,39,<pyews.server_abstractions.Configuration object at 0x000001EBB4863F40>,1,38,1,0,,,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48B5720>,33,4,2.0,2.0
30,31,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,34,0,1,,,,,0.22471121667161112,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB48FF3A0>,26,28,2.0,2.0
31,32,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,34,0,1,,,,,0.14824062843631702,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB48B7A00>,40,7,2.0,2.0
32,33,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,34,0,1,,,,,0.2063778833382778,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49106A0>,24,30,2.0,2.0
33,34,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,30,1,0,,,,,0.18118834085461763,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49228C0>,32,38,2.0,2.0
34,35,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,31,0,1,,,,,0.1970736455141159,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB48B7A00>,40,7,2.0,2.0
35,36,2,<pyews.server_abstractions.Configuration object at 0x000001EBB48C9000>,9,39,1,0,,,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48FE800>,11,27,2.0,2.0
36,37,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,36,1,0,,,,,0.29733648900276594,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB48B7A00>,40,7,2.0,2.0
37,38,40,<pyews.server_abstractions.Configuration object at 0x000001EBB48B7A00>,7,41,0,1,,,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48ED000>,20,20,2.0,2.0
38,39,11,<pyews.server_abstractions.Configuration object at 0x000001EBB48FE800>,27,39,1,0,,,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48FE800>,11,27,2.0,2.0
39,40,4,<pyews.server_abstractions.Configuration object at 0x000001EBB48D9000>,14,35,0,1,,,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB49228C0>,32,38,2.0,2.0
40,41,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,33,1,0,,,,,0.19161258327886013,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB48B7A00>,40,7,2.0,2.0
41,42,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,32,1,0,,,,,0.248632785299062,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB48CAA40>,31,11,2.0,2.0
42,43,41,<pyews.server_abstractions.Configuration object at 0x000001EBB48EC6A0>,19,38,1,0,,,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB4913F40>,34,35,2.0,2.0
43,44,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,35,1,0,,,,,0.1932518329181097,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB48B7A00>,40,7,2.0,2.0
44,45,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,33,1,0,,,,,0.199491371157648,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB48B7A00>,40,7,2.0,2.0
45,46,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,32,0,1,,,,,0.17311195196572882,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB48FF3A0>,26,28,2.0,2.0
46,47,11,<pyews.server_abstractions.Configuration object at 0x000001EBB48FE800>,27,39,0,1,,,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48FC160>,0,24,2.0,2.0
47,48,15,<pyews.server_abstractions.Configuration object at 0x000001EBB48B4730>,3,40,1,0,,,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48B7A00>,40,7,2.0,2.0
48,49,31,<pyews.server_abstractions.Configuration object at 0x000001EBB48CAA40>,11,38,1,0,,,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48DA8C0>,13,16,2.0,2.0
49,50,36,<pyews.server_abstractions.Configuration object at 0x000001EBB48FDAE0>,26,36,0,1,,,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48D8400>,3,13,2.0,2.0
50,51,12,<pyews.server_abstractions.Configuration object at 0x000001EBB4913280>,34,35,1,0,,,,,0.21029945196572883,0.1726468100868174,<pyews.server_abstractions.Configuration object at 0x000001EBB48B7A00>,40,7,2.0,2.0
51,52,12,<pyews.server_abstractions.Configuration object at 0x000001EBB4913280>,34,38,0,1,,,,,0.26643980284292174,0.1726468100868174,<pyews.server_abstractions.Configuration object at 0x000001EBB48B7A00>,40,7,2.0,2.0
52,53,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,34,1,0,,,,,0.2190249421618072,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB48B7A00>,40,7,2.0,2.0
53,54,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,33,1,0,,,,,0.1747438964101732,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB48D9000>,4,14,2.0,2.0
54,55,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,33,0,1,,,,,0.21363278529906213,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB48B7A00>,40,7,2.0,2.0
55,56,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,34,1,0,,,,,0.25049553039710143,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49228C0>,32,38,2.0,2.0
56,57,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,30,1,0,,,,,0.14296611863239542,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB4920DC0>,6,36,2.0,2.0
57,58,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,33,1,0,,,,,0.21636005802633493,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB48B4730>,15,3,2.0,2.0
58,59,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,33,0,1,,,,,0.17252167418795103,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB48B7A00>,40,7,2.0,2.0
59,60,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,31,0,1,,,,,0.13825644121304062,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB48EC6A0>,41,19,2.0,2.0
60,61,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,33,0,1,,,,,0.2059560176222945,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB48B7A00>,40,7,2.0,2.0
61,62,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,34,1,0,,,,,0.20873082451474842,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB48EE920>,23,22,2.0,2.0
62,63,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,31,0,1,,,,,0.1511596670194922,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB48B7A00>,40,7,2.0,2.0
63,64,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,31,0,1,,,,,0.16051450572916962,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB48B7A00>,40,7,2.0,2.0
64,65,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,31,0,1,1.3175235986709597,2.9016151428222656,,,0.2239553659442234,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2706060606060606,0.0026429630595372
65,66,7,<pyews.server_abstractions.Configuration object at 0x000001EBB48B6200>,5,37,1,0,180824.84375,144943.03125,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48EDAE0>,17,21,2.0,2.0
66,67,40,<pyews.server_abstractions.Configuration object at 0x000001EBB48B7A00>,7,39,1,0,69.91825103759766,83.36748504638672,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,38,39,0.2907619047619048,0.3054506676452877
67,68,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,32,1,0,4.631409645080566,1.7695064544677734,,,0.23040361863239542,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB48FE800>,11,27,2.0,2.0
68,69,17,<pyews.server_abstractions.Configuration object at 0x000001EBB48EDAE0>,21,41,0,1,112.40292358398438,126.34455871582033,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48ED000>,20,20,2.0,2.0
69,70,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,36,1,0,2.4221420288085938,229.08724975585935,,,0.25724389641017326,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3255238095238096,0.0026429630595372
70,71,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,33,1,0,5.319015502929688,3.3178982734680176,,,0.22120854287481964,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB48DA8C0>,13,16,2.0,2.0
71,72,1,<pyews.server_abstractions.Configuration object at 0x000001EBB48C9E40>,10,38,1,0,1.7297616004943848,5.020344734191895,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48B7A00>,40,7,2.0,2.0
72,73,24,<pyews.server_abstractions.Configuration object at 0x000001EBB49106A0>,30,37,1,0,1.1133275032043457,3.035203456878662,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48DA8C0>,13,16,2.0,2.0
73,74,24,<pyews.server_abstractions.Configuration object at 0x000001EBB49106A0>,30,38,1,0,0.8506664633750916,1.0121322870254517,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48DA8C0>,13,16,2.0,2.0
74,75,24,<pyews.server_abstractions.Configuration object at 0x000001EBB49106A0>,30,39,1,0,1.3862210512161257,1.3846293687820437,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB4913280>,12,34,0.2346666666666666,0.1726468100868174
75,76,12,<pyews.server_abstractions.Configuration object at 0x000001EBB4913280>,34,33,1,0,1.4411952495574951,0.5350093841552734,,,0.2092893509556278,0.1726468100868174,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,30,40,0.3611965811965812,0.1854343365664084
76,77,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,35,0,1,0.959518313407898,0.3420222401618957,,,0.25077564244191924,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2847311827956989,0.0026429630595372
77,78,41,<pyews.server_abstractions.Configuration object at 0x000001EBB48EC6A0>,19,41,1,0,0.6339185237884521,0.7330909371376038,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.205595238095238,0.0026429630595372
78,79,41,<pyews.server_abstractions.Configuration object at 0x000001EBB48EC6A0>,19,38,1,0,0.1806718409061432,0.2814579606056213,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2153333333333333,0.0026429630595372
79,80,35,<pyews.server_abstractions.Configuration object at 0x000001EBB48CB640>,12,38,0,1,0.7765244841575623,0.1818331182003021,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48FF3A0>,26,28,2.0,2.0
80,81,35,<pyews.server_abstractions.Configuration object at 0x000001EBB48CB640>,12,38,0,1,0.0502121448516845,0.1651257574558258,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,25,33,0.1939080459770114,0.2643778247082362
81,82,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,33,1,0,0.1851488947868347,0.1746979653835296,,,0.2465620782283551,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB48FC160>,0,24,2.0,2.0
82,83,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,33,0,1,0.2081886231899261,0.107114665210247,,,0.2052489469152238,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,38,39,0.2707843137254902,0.3054506676452877
83,84,34,<pyews.server_abstractions.Configuration object at 0x000001EBB4913F40>,35,38,1,0,0.3040761947631836,0.1141416132450103,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48B6CE0>,5,6,2.0,2.0
84,85,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,35,1,0,0.138831079006195,0.1061010211706161,,,0.20763278529906212,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB48EDAE0>,17,21,2.0,2.0
85,86,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,31,0,1,0.1031248271465301,0.0757834911346435,,,0.18180482830981481,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB48FF3A0>,26,28,2.0,2.0
86,87,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,35,0,1,0.1616386771202087,0.2644399404525757,,,0.22020421387049074,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB48EDAE0>,17,21,2.0,2.0
87,88,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,34,1,0,0.182301253080368,0.1045306101441383,,,0.25873082451474844,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB48D9000>,4,14,2.0,2.0
88,89,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,38,1,0,0.1346422433853149,0.1053159832954406,,,0.2626678730183604,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB48EF520>,22,23,2.0,2.0
89,90,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,36,1,0,0.0718137100338935,0.0331771895289421,,,0.27437352603980286,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB48EF520>,22,23,2.0,2.0
90,91,35,<pyews.server_abstractions.Configuration object at 0x000001EBB48CB640>,12,38,1,0,0.0275007598102092,0.1391208171844482,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,38,39,0.241,0.3054506676452877
91,92,35,<pyews.server_abstractions.Configuration object at 0x000001EBB48CB640>,12,39,1,0,0.1288506686687469,0.1716113090515136,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,38,39,0.1547126436781609,0.3054506676452877
92,93,5,<pyews.server_abstractions.Configuration object at 0x000001EBB48B6CE0>,6,37,1,0,0.2392747402191162,0.1556518375873565,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,38,39,0.3179047619047619,0.3054506676452877
93,94,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,31,1,0,0.1119894981384277,0.0833968371152877,,,0.18395536594422343,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB48B6CE0>,5,6,2.0,2.0
94,95,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,32,1,0,0.1585314720869064,0.0471482351422309,,,0.18332028529906222,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,38,39,0.2088172043010752,0.3054506676452877
95,96,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,31,1,0,0.0757960975170135,0.0849392265081405,,,0.15890160250336322,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,38,39,0.3464864864864864,0.3054506676452877
96,97,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,29,1,0,0.0265409108251333,0.0568992011249065,,,0.12041439449446442,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2173333333333333,0.0026429630595372
97,98,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,31,1,0,0.0313894897699356,0.0780654847621917,,,0.16201988207325563,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2383333333333333,0.0026429630595372
98,99,32,<pyews.server_abstractions.Configuration object at 0x000001EBB49228C0>,38,33,1,0,0.0213984437286853,0.1642887592315673,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2991176470588235,0.0026429630595372
99,100,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,32,1,0,0.039013884961605,0.1397695541381836,,,0.21144528529906212,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB48FDAE0>,36,26,2.0,2.0
100,101,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,33,1,0,0.0309749357402324,0.0282086860388517,,,0.18817823984451662,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB48FDAE0>,36,26,2.0,2.0
101,102,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,38,1,0,0.01993571780622,0.0113761667162179,,,0.24880822389555332,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB48FDAE0>,36,26,2.0,2.0
102,103,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,32,1,0,0.0295902863144874,0.0366875007748603,,,0.22665361863239544,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2127956989247311,0.0026429630595372
103,104,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,30,1,0,0.0654755011200904,0.0576261021196842,,,0.16585500752128432,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2433333333333333,0.0026429630595372
104,105,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,29,0,1,0.046686828136444,0.0641783401370048,,,0.15696611863239543,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3325714285714286,0.0026429630595372
105,106,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,32,0,1,0.0442530624568462,0.0759522840380668,,,0.19592445196572883,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2201111111111111,0.0026429630595372
106,107,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,32,1,0,0.0273086763918399,0.096327319741249,,,0.1865494519657288,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB4863FA0>,27,0,2.0,2.0
107,108,5,<pyews.server_abstractions.Configuration object at 0x000001EBB48B6CE0>,6,39,1,0,0.044793851673603,0.1084984987974166,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.283047619047619,0.0026429630595372
108,109,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,26,1,0,0.0177831836044788,0.0333916954696178,,,0.046325092991369825,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB48FDAE0>,36,26,2.0,2.0
109,110,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,31,1,0,0.0626562237739563,0.0316187515854835,,,0.2390091293850837,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB48FDAE0>,36,26,2.0,2.0
110,111,4,<pyews.server_abstractions.Configuration object at 0x000001EBB48D9000>,14,37,1,0,0.0225824564695358,0.0547525733709335,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48FDAE0>,36,26,2.0,2.0
111,112,4,<pyews.server_abstractions.Configuration object at 0x000001EBB48D9000>,14,33,0,1,0.072112001478672,0.0693880319595336,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48EDAE0>,17,21,2.0,2.0
112,113,4,<pyews.server_abstractions.Configuration object at 0x000001EBB48D9000>,14,34,1,0,0.0882252156734466,0.1303038299083709,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48FDAE0>,36,26,2.0,2.0
113,114,36,<pyews.server_abstractions.Configuration object at 0x000001EBB48FDAE0>,26,34,0,1,0.1090129241347312,0.1315155923366546,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48FDAE0>,36,26,2.0,2.0
114,115,22,<pyews.server_abstractions.Configuration object at 0x000001EBB48EF520>,23,39,1,0,0.1277005672454834,0.0583493188023567,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48EE920>,23,22,2.0,2.0
