Unnamed: 0,episodes,chosen_conf_index,chosen_conf,chosen_conf_index_in_labels,number_of_requests,policy1,policy2,loss_q1,loss_q2,loss_w1,loss_w2,avg_response_time,cost,not_chosen_conf,not_chosen_conf_indx,not_chosen_conf_index_in_labels,not_avg_response_time,not_cost
217,218,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,29,1,0,0.0006565848598256,0.0002196656860178,,,0.13823048644848743,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2838095238095238,0.0026429630595372
218,219,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,32,1,0,0.0027216565795242,0.0004248806508257,,,0.20446611863239542,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3314414414414415,0.0026429630595372
219,220,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,35,1,0,0.0008106518071144,0.0003024713369086,,,0.21991849958477652,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2861904761904761,0.0026429630595372
220,221,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,31,1,0,0.0015640679048374,0.0005559045821428,,,0.1615897745463739,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.246078431372549,0.0026429630595372
221,222,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,34,1,0,0.0031580738723278,0.0002707043022383,,,0.2198092558872974,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2206060606060605,0.0026429630595372
222,223,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,34,1,0,0.0037034801207482,0.0002640649036038,,,0.18637788333827782,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2900877192982456,0.0026429630595372
223,224,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,36,0,1,0.007059171795845,0.0001887779217213,,,0.20104019270646953,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2686274509803921,0.0026429630595372
224,225,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,37,1,0,0.0063620111905038,0.0003944576019421,,,0.2398490015152783,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2497916666666667,0.0026429630595372
225,226,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,39,1,0,0.0080889957025647,0.0003450087388046,,,0.2722652639315408,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2378124999999999,0.0026429630595372
226,227,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,32,0,1,0.0006598522304557,0.0004112492897547,,,0.21696611863239543,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2849494949494949,0.0026429630595372
227,228,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,29,1,0,0.0007393971318379,0.0002572703524492,,,0.15983968185078623,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2761764705882353,0.0026429630595372
228,229,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,36,0,1,0.0009010195499286,0.0001401574700139,,,0.26650315566943256,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2168817204301075,0.0026429630595372
229,230,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,30,1,0,0.0026772937271744,0.0001063615709426,,,0.1359661186323954,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2913888888888889,0.0026429630595372
230,231,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,34,1,0,0.0021786582656204,0.0002428912848699,,,0.22206415784808173,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3077142857142857,0.0026429630595372
231,232,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,37,1,0,0.0006934200646355,0.0005615835543721,,,0.31083999250626937,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3035185185185185,0.0026429630595372
232,233,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,34,1,0,0.0015002725413069,0.0002476832014508,,,0.198240628436317,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.315945945945946,0.0026429630595372
233,234,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,36,1,0,0.0010772689711302,0.000575989310164,,,0.27641056307683987,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.324141414141414,0.0026429630595372
234,235,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,34,1,0,0.0021600765176117,0.0005804490065202,,,0.22657396176965042,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2792708333333333,0.0026429630595372
235,236,34,<pyews.server_abstractions.Configuration object at 0x000001EBB4913F40>,35,30,1,0,0.002361777704209,0.0002074191579595,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2424242424242424,0.0026429630595372
236,237,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,30,1,0,0.0004796362773049,0.0001923742238432,,,0.14541056307683992,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2260416666666666,0.0026429630595372
237,238,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,38,1,0,0.000926996290218,0.0001177387457573,,,0.25950997828151834,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2692929292929292,0.0026429630595372
238,239,12,<pyews.server_abstractions.Configuration object at 0x000001EBB4913280>,34,32,1,0,0.001097458647564,0.0001691952202236,,,0.19561195196572873,0.1726468100868174,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2826666666666666,0.0026429630595372
239,240,12,<pyews.server_abstractions.Configuration object at 0x000001EBB4913280>,34,35,1,0,0.0005644608172588,0.0001315487315878,,,0.25153754720382404,0.1726468100868174,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2357777777777777,0.0026429630595372
240,241,12,<pyews.server_abstractions.Configuration object at 0x000001EBB4913280>,34,35,1,0,0.000837959931232,0.0002210871316492,,,0.2206804043466812,0.1726468100868174,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3324761904761905,0.0026429630595372
241,242,12,<pyews.server_abstractions.Configuration object at 0x000001EBB4913280>,34,32,1,0,0.0017560077831149,0.0001909495331346,,,0.1792577852990621,0.1726468100868174,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2491176470588235,0.0026429630595372
242,243,12,<pyews.server_abstractions.Configuration object at 0x000001EBB4913280>,34,33,0,1,0.0009943216573446,0.0001226532476721,,,0.19332975499603183,0.1726468100868174,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2469791666666667,0.0026429630595372
243,244,12,<pyews.server_abstractions.Configuration object at 0x000001EBB4913280>,34,32,1,0,0.0015952973626554,8.398811769438908e-05,,,0.20967445196572884,0.1726468100868174,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2472727272727272,0.0026429630595372
244,245,12,<pyews.server_abstractions.Configuration object at 0x000001EBB4913280>,34,33,1,0,0.001073797699064,7.935630856081843e-05,,,0.243531775198052,0.1726468100868174,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2645098039215686,0.0026429630595372
245,246,12,<pyews.server_abstractions.Configuration object at 0x000001EBB4913280>,34,34,1,0,0.0009000541176646,0.0002935478114522,,,0.20618180490690521,0.1726468100868174,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2387878787878788,0.0026429630595372
246,247,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,35,1,0,0.0069492873735725,0.0002395451301708,,,0.2491565948228717,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2975490196078431,0.0026429630595372
247,248,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,33,1,0,0.0038573243655264,0.0001038919945131,,,0.24636005802633484,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2851428571428571,0.0026429630595372
248,249,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,33,1,0,0.0038811028935015,0.0001358973240712,,,0.1901984418647187,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.265,0.0026429630595372
249,250,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,36,1,0,0.0024197450838983,7.412488048430532e-05,,,0.27955871122498804,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3014705882352941,0.0026429630595372
250,251,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,30,1,0,0.0019077574834227,7.883531361585483e-05,,,0.17652167418795103,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB48D8400>,3,13,2.0,2.0
251,252,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,34,1,0,0.0004960990045219,0.0001370811078231,,,0.22735827549514062,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3723148148148147,0.0026429630595372
252,253,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,29,1,0,0.0009294617921113,9.741781832417472e-05,,,0.13340290024159082,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2652083333333334,0.0026429630595372
253,254,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,30,1,0,0.0012699966318905,0.0001120874148909,,,0.19374389641017323,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2265656565656565,0.0026429630595372
254,255,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,31,1,0,0.0013877477031201,8.759881893638521e-05,,,0.16814891433132023,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.1755952380952381,0.0026429630595372
255,256,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,29,1,0,0.016076860949397,6.911648233653978e-05,,,0.12282818759791272,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2373737373737373,0.0026429630595372
256,257,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,34,1,0,0.0076242294162511,3.08992930513341e-05,,,0.24118180490690524,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2146666666666667,0.0026429630595372
257,258,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,28,1,0,0.0153487445786595,7.14374182280153e-05,,,0.15982326148953832,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.1944086021505376,0.0026429630595372
258,259,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,30,1,0,0.0019184029661118,0.000114217364171,,,0.11741056307683992,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.1896774193548387,0.0026429630595372
259,260,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,33,0,1,0.0015628794208168,9.364684228785336e-05,,,0.20464288630916314,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2395698924731182,0.0026429630595372
260,261,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,34,1,0,0.0003934473497793,9.560980106471106e-05,,,0.27667200098533656,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2226666666666666,0.0026429630595372
261,262,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,30,1,0,0.0004337383143138,4.757871283800341e-05,,,0.11285500752128433,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2760416666666667,0.0026429630595372
262,263,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,30,1,0,0.0011778264306485,6.29108035354875e-05,,,0.17996611863239542,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.186551724137931,0.0026429630595372
263,264,12,<pyews.server_abstractions.Configuration object at 0x000001EBB4913280>,34,30,1,0,0.0022006225772202,5.662660987582058e-05,,,0.16196611863239552,0.1726468100868174,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.262843137254902,0.0026429630595372
264,265,12,<pyews.server_abstractions.Configuration object at 0x000001EBB4913280>,34,30,1,0,0.0011274402495473,4.922337393509224e-05,,,0.1844105630768398,0.1726468100868174,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2616161616161616,0.0026429630595372
265,266,12,<pyews.server_abstractions.Configuration object at 0x000001EBB4913280>,34,30,1,0,0.0017553069628775,5.346941907191649e-05,,,0.14252167418795092,0.1726468100868174,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.229375,0.0026429630595372
266,267,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,29,1,0,0.0015501846792176,5.5870892538223416e-05,,,0.09466726805768283,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2474193548387096,0.0026429630595372
267,268,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,29,1,0,0.0011818786151707,4.4803524360759184e-05,,,0.1675408312760736,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2913725490196078,0.0026429630595372
268,269,24,<pyews.server_abstractions.Configuration object at 0x000001EBB49106A0>,30,38,1,0,0.00123760511633,5.4091673518996686e-05,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.1547126436781609,0.0026429630595372
269,270,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,34,0,1,0.0024582068435847,4.793377229361795e-05,,,0.20353474608337582,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2844117647058823,0.0026429630595372
270,271,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,35,1,0,0.0013615955831483,2.6199815692962147e-05,,,0.26391849958477653,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2264646464646464,0.0026429630595372
271,272,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,34,1,0,0.0017467606812715,2.56040548265446e-05,,,0.2741229813774935,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2519791666666667,0.0026429630595372
272,273,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,36,1,0,0.0018253005109727,7.891034329077229e-06,,,0.2361327852990621,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2713333333333333,0.0026429630595372
273,274,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,27,1,0,0.0011817449703812,2.1331616153474897e-05,,,0.08511426678054362,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2990196078431372,0.0026429630595372
274,275,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,36,1,0,0.002273891121149,1.8878028640756384e-05,,,0.24437352603980292,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB48C9E40>,1,10,2.0,2.0
275,276,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,34,1,0,0.0006677464116364,2.7344742193236016e-05,,,0.20275043235788562,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2864646464646465,0.0026429630595372
276,277,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,34,1,0,0.000696227827575,3.633062442531809e-05,,,0.2802014127500426,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2089247311827957,0.0026429630595372
277,278,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,34,1,0,0.0006784631987102,1.0807418220792895e-05,,,0.26647592255396413,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.24,0.0026429630595372
278,279,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,29,1,0,0.0010018283501267,3.8944039260968566e-05,,,0.11972473932205063,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2244791666666666,0.0026429630595372
279,280,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,34,0,1,0.0013945836108177,2.3898730432847515e-05,,,0.1884367068676895,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2295833333333334,0.0026429630595372
280,281,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,31,1,0,0.0041081621311604,2.453461820550729e-05,,,0.1720198820732556,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2873148148148148,0.0026429630595372
281,282,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,32,1,0,0.0052559813484549,2.5001158064696934e-05,,,0.15821611863239543,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.1954838709677419,0.0026429630595372
282,283,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,38,1,0,0.0014426574343815,2.233735358458944e-05,,,0.28512401336923754,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.308018018018018,0.0026429630595372
283,284,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,29,0,1,0.0012796150986105,1.3981441952637397e-05,,,0.15328795771285522,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2975238095238095,0.0026429630595372
284,285,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,31,1,0,0.0014025431592017,7.437934982590377e-06,,,0.20298762400873951,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3270270270270271,0.0026429630595372
285,286,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,33,1,0,0.0009950515814125,1.0541089977778029e-05,,,0.25504692671320356,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3264864864864864,0.0026429630595372
286,287,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,33,1,0,0.0014027883298695,7.578986696898937e-06,,,0.22029945196572884,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2568965517241379,0.0026429630595372
287,288,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,35,1,0,0.015313540585339,3.012544311786769e-06,,,0.24077564244191932,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2288172043010752,0.0026429630595372
288,289,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,36,1,0,0.0098134521394968,7.126366199372569e-06,,,0.23002167418795103,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2902941176470589,0.0026429630595372
289,290,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,34,1,0,0.0091653354465961,1.4605677279178051e-05,,,0.2148092558872974,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3481081081081081,0.0026429630595372
290,291,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,30,1,0,0.0056353816762566,1.2202754078316502e-05,,,0.12274389641017322,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.1623809523809523,0.0026429630595372
291,292,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,37,0,1,0.0117653217166662,1.4658340660389513e-05,,,0.25273188439816124,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3493162393162393,0.0026429630595372
292,293,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,34,1,0,0.0025066491216421,1.0596766514936462e-05,,,0.24637788333827773,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2223655913978494,0.0026429630595372
293,294,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,34,1,0,0.0040673706680536,7.480323802155908e-06,,,0.2267700402010229,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2653921568627451,0.0026429630595372
294,295,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,30,1,0,0.0016927798278629,5.949710612185299e-06,,,0.16252167418795102,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2808080808080808,0.0026429630595372
295,296,12,<pyews.server_abstractions.Configuration object at 0x000001EBB4913280>,34,33,1,0,0.000834037491586,1.2463507118809504e-05,,,0.25151157317785006,0.1726468100868174,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3016666666666667,0.0026429630595372
296,297,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,32,1,0,0.0044094519689679,7.78881621954497e-06,,,0.2140494519657288,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3222549019607842,0.0026429630595372
297,298,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,36,1,0,0.0033711576834321,9.06954755919287e-06,,,0.29835500752128435,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2334343434343434,0.0026429630595372
298,299,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,36,1,0,0.0030580149032175,2.415031121927313e-05,,,0.26289204455832144,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2218279569892472,0.0026429630595372
299,300,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,30,1,0,0.0032765953801572,6.5627564254100434e-06,,,0.13329945196572882,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.188494623655914,0.0026429630595372
300,301,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,34,0,1,0.0029028379358351,2.379679699515691e-06,,,0.25480925588729747,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.197816091954023,0.0026429630595372
301,302,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,37,1,0,0.0072392104193568,5.799798600492068e-06,,,0.28363278529906216,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.255625,0.0026429630595372
302,303,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,34,1,0,0.0040440494194626,4.924558197672013e-06,,,0.22814258922063071,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.1844827586206896,0.0026429630595372
303,304,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,35,1,0,0.002121940953657,1.4079123502597213e-05,,,0.19887088053715743,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2733333333333334,0.0026429630595372
304,305,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,34,1,0,0.0033839391544461,8.819259164738469e-06,,,0.2011818049069052,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2972380952380952,0.0026429630595372
305,306,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,32,1,0,0.0026248907670378,7.79381844040472e-06,,,0.19842445196572872,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3275,0.0026429630595372
306,307,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,34,1,0,0.0032612851355224,5.679609330400126e-06,,,0.248926902946121,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2288541666666666,0.0026429630595372
307,308,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,32,1,0,0.0008801696822047,3.0773730941291437e-06,,,0.2087369519657288,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3252631578947368,0.0026429630595372
308,309,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,39,1,0,0.0010022982023656,4.230138983984944e-06,,,0.25799175965803645,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2692708333333333,0.0026429630595372
309,310,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,32,0,1,0.0026786220259964,5.334863999451045e-06,,,0.19842445196572872,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2291397849462365,0.0026429630595372
310,311,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,33,1,0,0.0012902144808322,4.998633812647313e-06,,,0.19474389641017323,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.210111111111111,0.0026429630595372
311,312,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,32,1,0,0.0013120919466018,3.3469909794803243e-06,,,0.2112369519657288,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2419047619047619,0.0026429630595372
312,313,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,35,1,0,0.0034153710585087,2.5153826754831243e-06,,,0.23982326148953834,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2512962962962963,0.0026429630595372
313,314,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,36,1,0,0.0052440045401453,1.0468180335010402e-05,,,0.25363278529906214,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.1860919540229885,0.0026429630595372
314,315,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,34,1,0,0.0203800592571496,1.74440247064922e-05,,,0.1809857264755327,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3102777777777777,0.0026429630595372
315,316,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,31,1,0,0.0149389766156673,3.939065209124237e-06,,,0.17223493583669652,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2836363636363637,0.0026429630595372
316,317,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,33,1,0,0.0038889700081199,4.2098322410311084e-06,,,0.2276731893394661,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3211764705882353,0.0026429630595372
