,episodes,chosen_conf_index,chosen_conf,chosen_conf_index_in_labels,number_of_requests,policy1,policy2,loss_q1,loss_q2,loss_w1,loss_w2,avg_response_time,cost,not_chosen_conf,not_chosen_conf_indx,not_chosen_conf_index_in_labels,not_avg_response_time,not_cost
357,358,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,32,0,1,0.0026289806701242924,0.00042993511306121945,,,0.28125,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.20881720430107528,0.002642963059537262
358,359,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,29,0,1,0.003731531323865056,7.660373375983909e-05,,,0.25724137931034485,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2251612903225807,0.002642963059537262
359,360,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,29,0,1,0.001225013518705964,3.9289214328164235e-05,,,0.15425287356321837,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2336559139784946,0.002642963059537262
360,361,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,37,0,1,0.0023297579027712345,0.0002772110456135124,,,0.31243243243243246,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.31029411764705883,0.002642963059537262
361,362,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,35,0,1,0.0040232231840491295,0.0010345808696001768,,,0.3071428571428571,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2424242424242424,0.002642963059537262
362,363,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,28,0,1,0.00027259226772002876,0.0005554930539801717,,,0.18976190476190477,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2810752688172043,0.002642963059537262
363,364,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,36,0,1,0.0003330105100758374,5.3107629355508834e-05,,,0.35157407407407415,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.24385416666666665,0.002642963059537262
364,365,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,29,0,1,0.0017819596687331796,0.00010807908984133974,,,0.26022988505747124,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.23609195402298855,0.002642963059537262
365,366,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,31,0,1,0.0020013211760669947,0.00035359704634174705,,,0.26946236559139786,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.24462365591397844,0.002642963059537262
366,367,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,32,0,1,0.0009320059907622635,0.0007220830302685499,,,0.2791666666666667,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.25516129032258067,0.002642963059537262
367,368,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,33,0,1,0.00042728378321044147,0.0002831398160196841,,,0.2611111111111111,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.31088235294117655,0.002642963059537262
368,369,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,31,0,1,0.0009856971446424723,1.2175628398836125e-06,,,0.29365591397849466,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2559375,0.002642963059537262
369,370,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,33,0,1,0.002733995206654072,0.00011949889449169859,,,0.30929292929292934,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.20517241379310344,0.002642963059537262
370,371,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,29,0,1,0.001228401786647737,0.0003864816389977932,,,0.22218390804597699,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2806060606060606,0.002642963059537262
371,372,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,27,0,1,0.0004642680869437754,0.00042953091906383634,,,0.15395061728395062,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.19404761904761905,0.002642963059537262
372,373,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,32,0,1,0.0006966416258364916,0.00035665108589455485,,,0.3014583333333334,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2038888888888889,0.002642963059537262
373,374,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,30,0,1,0.0021998013835400343,0.00011177769192727283,,,0.2548888888888889,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2431182795698925,0.002642963059537262
374,375,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,32,0,1,0.000897016900125891,3.8654543459415436e-05,,,0.250625,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2066666666666667,0.002642963059537262
375,376,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,27,0,1,0.0004591126926243305,0.00023288225929718465,,,0.1571604938271605,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.303125,0.002642963059537262
376,377,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,28,0,1,0.0006909859948791564,0.00046346039744094014,,,0.23630952380952383,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2984375,0.002642963059537262
377,378,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,32,0,1,0.004693861119449139,0.0004110113950446248,,,0.219375,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.1285897435897436,0.002642963059537262
378,379,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,29,0,1,0.001447328832000494,6.0260066675255075e-05,,,0.18827586206896552,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.3312745098039216,0.002642963059537262
379,380,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,33,0,1,0.0006237143534235656,2.0051596948178485e-05,,,0.32131313131313133,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2530107526881721,0.002642963059537262
380,381,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,32,0,1,0.0005341548239812255,0.0001591522159287706,,,0.2523958333333334,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.23752688172043007,0.002642963059537262
381,382,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,28,0,1,0.0009953679982572794,0.0004550897574517876,,,0.18940476190476188,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.23204301075268818,0.002642963059537262
382,383,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,33,0,1,0.0027841846458613873,0.0002255620202049613,,,0.2614141414141415,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2685416666666667,0.002642963059537262
383,384,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,29,0,1,0.002316027879714966,4.733390233013779e-05,,,0.20356321839080457,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2769696969696969,0.002642963059537262
384,385,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,30,0,1,0.001277547562494874,2.0067054720129818e-05,,,0.22344444444444442,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2748888888888889,0.002642963059537262
385,386,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,33,0,1,0.0015242646913975477,0.0001370137615595013,,,0.2795959595959596,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.33531531531531517,0.002642963059537262
386,387,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,29,0,1,0.0027119314763695,0.00023242973838932812,,,0.1981609195402299,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.25055555555555553,0.002642963059537262
387,388,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,31,0,1,0.0016378611326217651,0.00016764175961725414,,,0.2304301075268817,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.20344827586206898,0.002642963059537262
388,389,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,32,0,1,0.0009899327997118235,5.345462341210805e-06,,,0.22145833333333334,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2439080459770115,0.002642963059537262
389,390,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,32,1,0,0.00045436533400788903,4.6018685679882765e-05,,,0.2538541666666667,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.26954022988505744,0.002642963059537262
390,391,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,31,0,1,0.0007817971054464579,0.00010941478103632107,,,0.24795698924731185,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.23784946236559143,0.002642963059537262
391,392,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,32,0,1,0.0029426864348351955,0.00027330711600370705,,,0.21854166666666666,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.24569892473118277,0.002642963059537262
392,393,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,29,0,1,0.005928260274231434,5.086007877252996e-05,,,0.21367816091954026,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.27282828282828286,0.002642963059537262
393,394,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,33,0,1,0.000898591591976583,3.684068360598758e-06,,,0.2662626262626262,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.15392857142857144,0.002642963059537262
394,395,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,32,0,1,0.00348568893969059,6.902568566147238e-05,,,0.23083333333333333,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2717708333333333,0.002642963059537262
395,396,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,29,0,1,0.004500378854572773,0.00011097744572907686,,,0.23758620689655174,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.25947916666666665,0.002642963059537262
396,397,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,33,0,1,0.002694702474400401,9.775890794117004e-05,,,0.24808080808080804,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2858823529411764,0.002642963059537262
397,398,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,32,0,1,0.0008021814865060151,5.209684604778886e-05,,,0.32635416666666667,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.23711111111111108,0.002642963059537262
398,399,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,35,0,1,0.0006837176624685526,1.0462337741046213e-05,,,0.37247619047619046,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.33561904761904765,0.002642963059537262
399,400,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,34,1,0,0.0019726636819541454,1.2391547898005228e-05,,,0.2822549019607843,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.33272727272727276,0.002642963059537262
400,401,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,29,0,1,0.001801603939384222,3.561946505215019e-05,,,0.17586206896551723,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.3942342342342343,0.002642963059537262
401,402,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,33,0,1,0.0012086913920938969,4.9947888328460976e-05,,,0.3212121212121213,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.21678571428571428,0.002642963059537262
402,403,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,33,1,0,0.0008740429766476154,0.00011181505396962166,,,0.25909090909090904,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.29696969696969694,0.002642963059537262
403,404,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,33,0,1,0.0006395980599336326,5.7089309848379344e-05,,,0.29838383838383836,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.17935897435897435,0.002642963059537262
404,405,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,32,0,1,0.005756409373134375,3.2967502647807123e-06,,,0.22531249999999997,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.347962962962963,0.002642963059537262
405,406,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,31,0,1,0.0004524080432020128,2.5200146410497837e-05,,,0.21161290322580645,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.26744444444444443,0.002642963059537262
406,407,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,32,0,1,0.0005688753444701433,6.702176324324682e-05,,,0.26885416666666667,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.1502564102564103,0.002642963059537262
407,408,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,32,0,1,0.0021697429474443197,5.759368650615215e-05,,,0.260625,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.21333333333333332,0.002642963059537262
408,409,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,28,0,1,0.0028900678735226393,2.4764996851445176e-05,,,0.1295238095238095,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.35299145299145296,0.002642963059537262
409,410,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,29,0,1,0.0010531876469030976,4.415864168549888e-06,,,0.1970114942528736,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.24708333333333332,0.002642963059537262
410,411,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,30,0,1,0.002468873979523778,7.56979534344282e-06,,,0.1854444444444444,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2617171717171717,0.002642963059537262
411,412,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,31,0,1,0.00518718920648098,2.411657442280557e-05,,,0.2049462365591398,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.24139784946236562,0.002642963059537262
412,413,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,30,0,1,0.0005448126466944814,4.2068815673701465e-05,,,0.23111111111111113,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.30196078431372547,0.002642963059537262
413,414,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,34,0,1,0.0004991168971173465,3.340298280818388e-05,,,0.29235294117647065,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.18411111111111111,0.002642963059537262
414,415,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,34,1,0,0.0008685361826792359,1.1733719475159887e-05,,,0.2615686274509804,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2396774193548387,0.002642963059537262
415,416,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,33,0,1,0.0013447178062051535,2.2639662802248495e-06,,,0.251010101010101,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.23468750000000002,0.002642963059537262
416,417,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,32,0,1,0.0010622651316225529,2.0061830582562834e-05,,,0.28468750000000004,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.21133333333333332,0.002642963059537262
417,418,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,31,0,1,0.006806986406445503,2.8820246370742097e-05,,,0.21881720430107524,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.22130952380952382,0.002642963059537262
418,419,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,34,1,0,0.0008838782669045031,2.2118110791780055e-05,,,0.28323529411764703,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.19088888888888889,0.002642963059537262
419,420,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,30,0,1,0.00030245393281802535,3.963982180721359e-06,,,0.22522222222222224,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2132291666666667,0.002642963059537262
420,421,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,34,1,0,0.000728082493878901,9.38682660489576e-06,,,0.296078431372549,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.21597701149425289,0.002642963059537262
421,422,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,27,1,0,0.0006091794930398464,8.506505764671601e-06,,,0.15209876543209877,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2891919191919192,0.002642963059537262
422,423,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,35,1,0,0.0014809546992182732,6.264064722927287e-06,,,0.3268571428571429,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.3106306306306306,0.002642963059537262
423,424,23,<pyews.server_abstractions.Configuration object at 0x00000203D7B380D0>,40,32,0,1,0.0014795511960983276,2.0017207134515047e-05,,,0.2178125,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2736559139784946,0.002642963059537262
424,425,23,<pyews.server_abstractions.Configuration object at 0x00000203D7B380D0>,40,33,1,0,0.0004032223660033196,5.234326818026602e-05,,,0.24454545454545457,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.3192156862745098,0.002642963059537262
425,426,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,34,0,1,0.002562903333455324,3.1626038889953634e-06,,,0.3165686274509803,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.24039215686274507,0.002642963059537262
426,427,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,33,0,1,0.005113235674798489,1.7941296448498179e-07,,,0.2908080808080808,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.30194444444444446,0.002642963059537262
427,428,31,<pyews.server_abstractions.Configuration object at 0x00000203D7B130D0>,34,34,0,1,0.009158710017800331,0.00024157221196219325,,,0.2926470588235295,0.17264681008681748,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.19877777777777778,0.002642963059537262
428,429,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,30,0,1,0.0015645272796973586,7.694645319133997e-06,,,0.21566666666666665,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2074444444444445,0.002642963059537262
429,430,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,32,0,1,0.007766406051814556,0.00015418101975228637,,,0.19364583333333332,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2550537634408602,0.002642963059537262
430,431,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,30,0,1,0.014820010401308537,5.462696572067216e-05,,,0.1898888888888889,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2567676767676768,0.002642963059537262
431,432,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,35,0,1,0.0010497932089492679,7.763989742670674e-06,,,0.2550476190476191,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.35870370370370375,0.002642963059537262
432,433,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,27,0,1,0.002071110066026449,5.070721817901358e-05,,,0.12925925925925927,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2893939393939394,0.002642963059537262
433,434,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,36,0,1,0.005771566182374954,5.980834976071492e-05,,,0.277037037037037,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.19885057471264364,0.002642963059537262
434,435,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,36,0,1,0.009218012914061546,0.00014602893497794867,,,0.27925925925925926,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.25666666666666665,0.002642963059537262
435,436,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,32,0,1,0.009983902797102928,4.925283428747207e-05,,,0.20989583333333336,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2175,0.002642963059537262
436,437,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,32,0,1,0.004707165062427521,0.00015897001139819622,,,0.2185416666666667,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.18206896551724142,0.002642963059537262
437,438,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,35,0,1,0.00033416031510569155,2.5107924557232764e-06,,,0.3088571428571429,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.23393939393939395,0.002642963059537262
438,439,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,31,1,0,0.004772770218551159,3.747524169739336e-05,,,0.2475268817204301,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.30895833333333333,0.002642963059537262
439,440,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,34,0,1,0.004639327526092529,0.00017698397277854383,,,0.29774509803921567,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2511764705882353,0.002642963059537262
440,441,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,31,0,1,0.007652884349226952,7.028187246760353e-05,,,0.22752688172043012,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.22376344086021502,0.002642963059537262
441,442,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,31,0,1,0.0024372951593250036,0.00012438703561201692,,,0.24838709677419354,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2195698924731183,0.002642963059537262
442,443,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,34,0,1,0.0009048912907019258,0.00019636232173070312,,,0.26166666666666666,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.22593749999999999,0.002642963059537262
443,444,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,31,0,1,0.0025624621193856,6.597199899260886e-06,,,0.24107526881720429,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.23634408602150542,0.002642963059537262
444,445,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,30,0,1,0.004643705673515797,8.287445234600455e-05,,,0.21366666666666664,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.24118279569892473,0.002642963059537262
445,446,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,29,0,1,0.0035703391768038273,0.00014625617768615484,,,0.17965517241379314,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2879411764705882,0.002642963059537262
446,447,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,36,0,1,0.005780346691608429,7.897091563791037e-05,,,0.26916666666666667,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2883333333333334,0.002642963059537262
447,448,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,32,1,0,0.0015894899843260646,6.118055466686201e-07,,,0.22541666666666668,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.28878787878787876,0.002642963059537262
448,449,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,31,0,1,0.002160577569156885,0.00014715167344547808,,,0.24053763440860218,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.20850574712643677,0.002642963059537262
449,450,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,33,0,1,0.005008094944059849,3.9319285860983655e-05,,,0.2906060606060606,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.22763440860215053,0.002642963059537262
450,451,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,32,0,1,0.01133427768945694,7.763913163216785e-05,,,0.24187499999999995,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.28823529411764703,0.002642963059537262
451,452,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,32,0,1,0.003847666084766388,0.00019067636458203197,,,0.30552083333333335,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.17130952380952383,0.002642963059537262
452,453,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,32,0,1,0.0021147471852600574,0.00027476827381178737,,,0.17270833333333335,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.25942857142857145,0.002642963059537262
453,454,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,34,0,1,0.006164349615573883,5.6320841395063326e-05,,,0.26852941176470596,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.186551724137931,0.002642963059537262
454,455,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,31,0,1,0.014785435982048512,0.00018648061086423695,,,0.23655913978494625,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.26952380952380955,0.002642963059537262
455,456,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,37,0,1,0.007835036143660545,0.0002095193340210244,,,0.32495495495495497,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.25362745098039213,0.002642963059537262
